"icd9","condition_code","condition"
"80429","167","Major Head Injury"
"80430","167","Major Head Injury"
"80431","167","Major Head Injury"
"80432","167","Major Head Injury"
"80436","167","Major Head Injury"
"80439","167","Major Head Injury"
"80440","167","Major Head Injury"
"80441","167","Major Head Injury"
"80442","167","Major Head Injury"
"80446","167","Major Head Injury"
"80449","167","Major Head Injury"
"80450","167","Major Head Injury"
"80451","167","Major Head Injury"
"80452","167","Major Head Injury"
"80456","167","Major Head Injury"
"80459","167","Major Head Injury"
"80460","167","Major Head Injury"
"80461","167","Major Head Injury"
"80462","167","Major Head Injury"
"80466","167","Major Head Injury"
"80469","167","Major Head Injury"
"80470","167","Major Head Injury"
"80471","167","Major Head Injury"
"80472","167","Major Head Injury"
"80476","167","Major Head Injury"
"80479","167","Major Head Injury"
"80480","167","Major Head Injury"
"80481","167","Major Head Injury"
"80482","167","Major Head Injury"
"80486","167","Major Head Injury"
"80489","167","Major Head Injury"
"80490","167","Major Head Injury"
"80491","167","Major Head Injury"
"80492","167","Major Head Injury"
"80496","167","Major Head Injury"
"80499","167","Major Head Injury"
"8502","167","Major Head Injury"
"8503","167","Major Head Injury"
"8504","167","Major Head Injury"
"85100","167","Major Head Injury"
"85101","167","Major Head Injury"
"85102","167","Major Head Injury"
"85106","167","Major Head Injury"
"85109","167","Major Head Injury"
"85110","167","Major Head Injury"
"85111","167","Major Head Injury"
"85112","167","Major Head Injury"
"85116","167","Major Head Injury"
"85119","167","Major Head Injury"
"85120","167","Major Head Injury"
"85121","167","Major Head Injury"
"85122","167","Major Head Injury"
"85126","167","Major Head Injury"
"85129","167","Major Head Injury"
"85130","167","Major Head Injury"
"85131","167","Major Head Injury"
"85132","167","Major Head Injury"
"85136","167","Major Head Injury"
"85139","167","Major Head Injury"
"85140","167","Major Head Injury"
"85141","167","Major Head Injury"
"85142","167","Major Head Injury"
"85146","167","Major Head Injury"
"85149","167","Major Head Injury"
"85150","167","Major Head Injury"
"85151","167","Major Head Injury"
"85152","167","Major Head Injury"
"85156","167","Major Head Injury"
"85159","167","Major Head Injury"
"85160","167","Major Head Injury"
"85161","167","Major Head Injury"
"85162","167","Major Head Injury"
"85166","167","Major Head Injury"
"85169","167","Major Head Injury"
"85170","167","Major Head Injury"
"85171","167","Major Head Injury"
"85172","167","Major Head Injury"
"85176","167","Major Head Injury"
"85179","167","Major Head Injury"
"85180","167","Major Head Injury"
"85181","167","Major Head Injury"
"85182","167","Major Head Injury"
"85186","167","Major Head Injury"
"85189","167","Major Head Injury"
"85190","167","Major Head Injury"
"85191","167","Major Head Injury"
"85192","167","Major Head Injury"
"85196","167","Major Head Injury"
"85199","167","Major Head Injury"
"85200","167","Major Head Injury"
"85201","167","Major Head Injury"
"85202","167","Major Head Injury"
"85206","167","Major Head Injury"
"85209","167","Major Head Injury"
"85210","167","Major Head Injury"
"85211","167","Major Head Injury"
"85212","167","Major Head Injury"
"85216","167","Major Head Injury"
"85219","167","Major Head Injury"
"85220","167","Major Head Injury"
"85221","167","Major Head Injury"
"85222","167","Major Head Injury"
"85226","167","Major Head Injury"
"85229","167","Major Head Injury"
"85230","167","Major Head Injury"
"85231","167","Major Head Injury"
"85232","167","Major Head Injury"
"85236","167","Major Head Injury"
"85239","167","Major Head Injury"
"85240","167","Major Head Injury"
"85241","167","Major Head Injury"
"85242","167","Major Head Injury"
"85246","167","Major Head Injury"
"85249","167","Major Head Injury"
"85250","167","Major Head Injury"
"85251","167","Major Head Injury"
"85252","167","Major Head Injury"
"85256","167","Major Head Injury"
"85259","167","Major Head Injury"
"85300","167","Major Head Injury"
"85301","167","Major Head Injury"
"85302","167","Major Head Injury"
"85306","167","Major Head Injury"
"85309","167","Major Head Injury"
"85310","167","Major Head Injury"
"85311","167","Major Head Injury"
"85312","167","Major Head Injury"
"85316","167","Major Head Injury"
"85319","167","Major Head Injury"
"85400","167","Major Head Injury"
"85401","167","Major Head Injury"
"85402","167","Major Head Injury"
"85406","167","Major Head Injury"
"85409","167","Major Head Injury"
"85410","167","Major Head Injury"
"85411","167","Major Head Injury"
"85412","167","Major Head Injury"
"85416","167","Major Head Injury"
"85419","167","Major Head Injury"
"9050","167","Major Head Injury"
"9070","167","Major Head Injury"
"73313","169","Vertebral Fractures without Spinal Cord Injury"
"80500","169","Vertebral Fractures without Spinal Cord Injury"
"80501","169","Vertebral Fractures without Spinal Cord Injury"
"80502","169","Vertebral Fractures without Spinal Cord Injury"
"80503","169","Vertebral Fractures without Spinal Cord Injury"
"80504","169","Vertebral Fractures without Spinal Cord Injury"
"80505","169","Vertebral Fractures without Spinal Cord Injury"
"80506","169","Vertebral Fractures without Spinal Cord Injury"
"80507","169","Vertebral Fractures without Spinal Cord Injury"
"80508","169","Vertebral Fractures without Spinal Cord Injury"
"80510","169","Vertebral Fractures without Spinal Cord Injury"
"80511","169","Vertebral Fractures without Spinal Cord Injury"
"80512","169","Vertebral Fractures without Spinal Cord Injury"
"80513","169","Vertebral Fractures without Spinal Cord Injury"
"80514","169","Vertebral Fractures without Spinal Cord Injury"
"80515","169","Vertebral Fractures without Spinal Cord Injury"
"80516","169","Vertebral Fractures without Spinal Cord Injury"
"80517","169","Vertebral Fractures without Spinal Cord Injury"
"80518","169","Vertebral Fractures without Spinal Cord Injury"
"8052","169","Vertebral Fractures without Spinal Cord Injury"
"8053","169","Vertebral Fractures without Spinal Cord Injury"
"8054","169","Vertebral Fractures without Spinal Cord Injury"
"8055","169","Vertebral Fractures without Spinal Cord Injury"
"8056","169","Vertebral Fractures without Spinal Cord Injury"
"8057","169","Vertebral Fractures without Spinal Cord Injury"
"8058","169","Vertebral Fractures without Spinal Cord Injury"
"8059","169","Vertebral Fractures without Spinal Cord Injury"
"24910","17","Diabetes with Acute Complications"
"24911","17","Diabetes with Acute Complications"
"24920","17","Diabetes with Acute Complications"
"24921","17","Diabetes with Acute Complications"
"24930","17","Diabetes with Acute Complications"
"24931","17","Diabetes with Acute Complications"
"25010","17","Diabetes with Acute Complications"
"25011","17","Diabetes with Acute Complications"
"25012","17","Diabetes with Acute Complications"
"25013","17","Diabetes with Acute Complications"
"25020","17","Diabetes with Acute Complications"
"25021","17","Diabetes with Acute Complications"
"25022","17","Diabetes with Acute Complications"
"25023","17","Diabetes with Acute Complications"
"25030","17","Diabetes with Acute Complications"
"25031","17","Diabetes with Acute Complications"
"25032","17","Diabetes with Acute Complications"
"25033","17","Diabetes with Acute Complications"
"73314","170","Hip Fracture/Dislocation"
"73315","170","Hip Fracture/Dislocation"
"8080","170","Hip Fracture/Dislocation"
"8081","170","Hip Fracture/Dislocation"
"8082","170","Hip Fracture/Dislocation"
"8083","170","Hip Fracture/Dislocation"
"80841","170","Hip Fracture/Dislocation"
"80842","170","Hip Fracture/Dislocation"
"80843","170","Hip Fracture/Dislocation"
"80844","170","Hip Fracture/Dislocation"
"80849","170","Hip Fracture/Dislocation"
"80851","170","Hip Fracture/Dislocation"
"80852","170","Hip Fracture/Dislocation"
"80853","170","Hip Fracture/Dislocation"
"80854","170","Hip Fracture/Dislocation"
"80859","170","Hip Fracture/Dislocation"
"8088","170","Hip Fracture/Dislocation"
"8089","170","Hip Fracture/Dislocation"
"82000","170","Hip Fracture/Dislocation"
"82001","170","Hip Fracture/Dislocation"
"82002","170","Hip Fracture/Dislocation"
"82003","170","Hip Fracture/Dislocation"
"82009","170","Hip Fracture/Dislocation"
"82010","170","Hip Fracture/Dislocation"
"82011","170","Hip Fracture/Dislocation"
"82012","170","Hip Fracture/Dislocation"
"82013","170","Hip Fracture/Dislocation"
"82019","170","Hip Fracture/Dislocation"
"82020","170","Hip Fracture/Dislocation"
"82021","170","Hip Fracture/Dislocation"
"82022","170","Hip Fracture/Dislocation"
"82030","170","Hip Fracture/Dislocation"
"82031","170","Hip Fracture/Dislocation"
"82032","170","Hip Fracture/Dislocation"
"8208","170","Hip Fracture/Dislocation"
"8209","170","Hip Fracture/Dislocation"
"82100","170","Hip Fracture/Dislocation"
"82101","170","Hip Fracture/Dislocation"
"82110","170","Hip Fracture/Dislocation"
"82111","170","Hip Fracture/Dislocation"
"82120","170","Hip Fracture/Dislocation"
"82121","170","Hip Fracture/Dislocation"
"82122","170","Hip Fracture/Dislocation"
"82123","170","Hip Fracture/Dislocation"
"82129","170","Hip Fracture/Dislocation"
"82130","170","Hip Fracture/Dislocation"
"82131","170","Hip Fracture/Dislocation"
"82132","170","Hip Fracture/Dislocation"
"82133","170","Hip Fracture/Dislocation"
"82139","170","Hip Fracture/Dislocation"
"83500","170","Hip Fracture/Dislocation"
"83501","170","Hip Fracture/Dislocation"
"83502","170","Hip Fracture/Dislocation"
"83503","170","Hip Fracture/Dislocation"
"83510","170","Hip Fracture/Dislocation"
"83511","170","Hip Fracture/Dislocation"
"83512","170","Hip Fracture/Dislocation"
"83513","170","Hip Fracture/Dislocation"
"8870","173","Traumatic Amputations and Complications"
"8871","173","Traumatic Amputations and Complications"
"8872","173","Traumatic Amputations and Complications"
"8873","173","Traumatic Amputations and Complications"
"8874","173","Traumatic Amputations and Complications"
"8875","173","Traumatic Amputations and Complications"
"8876","173","Traumatic Amputations and Complications"
"8877","173","Traumatic Amputations and Complications"
"8950","173","Traumatic Amputations and Complications"
"8951","173","Traumatic Amputations and Complications"
"8960","173","Traumatic Amputations and Complications"
"8961","173","Traumatic Amputations and Complications"
"8962","173","Traumatic Amputations and Complications"
"8963","173","Traumatic Amputations and Complications"
"8970","173","Traumatic Amputations and Complications"
"8971","173","Traumatic Amputations and Complications"
"8972","173","Traumatic Amputations and Complications"
"8973","173","Traumatic Amputations and Complications"
"8974","173","Traumatic Amputations and Complications"
"8975","173","Traumatic Amputations and Complications"
"8976","173","Traumatic Amputations and Complications"
"8977","173","Traumatic Amputations and Complications"
"9580","173","Traumatic Amputations and Complications"
"9581","173","Traumatic Amputations and Complications"
"9582","173","Traumatic Amputations and Complications"
"9583","173","Traumatic Amputations and Complications"
"9584","173","Traumatic Amputations and Complications"
"9585","173","Traumatic Amputations and Complications"
"9586","173","Traumatic Amputations and Complications"
"9587","173","Traumatic Amputations and Complications"
"9588","173","Traumatic Amputations and Complications"
"95890","173","Traumatic Amputations and Complications"
"95891","173","Traumatic Amputations and Complications"
"95892","173","Traumatic Amputations and Complications"
"95893","173","Traumatic Amputations and Complications"
"95899","173","Traumatic Amputations and Complications"
"99690","173","Traumatic Amputations and Complications"
"99691","173","Traumatic Amputations and Complications"
"99692","173","Traumatic Amputations and Complications"
"99693","173","Traumatic Amputations and Complications"
"99694","173","Traumatic Amputations and Complications"
"99695","173","Traumatic Amputations and Complications"
"99696","173","Traumatic Amputations and Complications"
"99699","173","Traumatic Amputations and Complications"
"3491","176","Complications of Specified Implanted Device or Graft"
"59681","176","Complications of Specified Implanted Device or Graft"
"59682","176","Complications of Specified Implanted Device or Graft"
"59683","176","Complications of Specified Implanted Device or Graft"
"62931","176","Complications of Specified Implanted Device or Graft"
"9961","176","Complications of Specified Implanted Device or Graft"
"9962","176","Complications of Specified Implanted Device or Graft"
"99630","176","Complications of Specified Implanted Device or Graft"
"99631","176","Complications of Specified Implanted Device or Graft"
"99639","176","Complications of Specified Implanted Device or Graft"
"99640","176","Complications of Specified Implanted Device or Graft"
"99641","176","Complications of Specified Implanted Device or Graft"
"99642","176","Complications of Specified Implanted Device or Graft"
"99643","176","Complications of Specified Implanted Device or Graft"
"99644","176","Complications of Specified Implanted Device or Graft"
"99645","176","Complications of Specified Implanted Device or Graft"
"99646","176","Complications of Specified Implanted Device or Graft"
"99647","176","Complications of Specified Implanted Device or Graft"
"99649","176","Complications of Specified Implanted Device or Graft"
"99660","176","Complications of Specified Implanted Device or Graft"
"99661","176","Complications of Specified Implanted Device or Graft"
"99662","176","Complications of Specified Implanted Device or Graft"
"99663","176","Complications of Specified Implanted Device or Graft"
"99664","176","Complications of Specified Implanted Device or Graft"
"99665","176","Complications of Specified Implanted Device or Graft"
"99666","176","Complications of Specified Implanted Device or Graft"
"99667","176","Complications of Specified Implanted Device or Graft"
"99669","176","Complications of Specified Implanted Device or Graft"
"99674","176","Complications of Specified Implanted Device or Graft"
"99675","176","Complications of Specified Implanted Device or Graft"
"99676","176","Complications of Specified Implanted Device or Graft"
"99677","176","Complications of Specified Implanted Device or Graft"
"99678","176","Complications of Specified Implanted Device or Graft"
"24940","18","Diabetes with Chronic Complications"
"24941","18","Diabetes with Chronic Complications"
"24950","18","Diabetes with Chronic Complications"
"24951","18","Diabetes with Chronic Complications"
"24960","18","Diabetes with Chronic Complications"
"24961","18","Diabetes with Chronic Complications"
"24970","18","Diabetes with Chronic Complications"
"24971","18","Diabetes with Chronic Complications"
"24980","18","Diabetes with Chronic Complications"
"24981","18","Diabetes with Chronic Complications"
"24990","18","Diabetes with Chronic Complications"
"24991","18","Diabetes with Chronic Complications"
"25040","18","Diabetes with Chronic Complications"
"25041","18","Diabetes with Chronic Complications"
"25042","18","Diabetes with Chronic Complications"
"25043","18","Diabetes with Chronic Complications"
"25050","18","Diabetes with Chronic Complications"
"25051","18","Diabetes with Chronic Complications"
"25052","18","Diabetes with Chronic Complications"
"25053","18","Diabetes with Chronic Complications"
"25060","18","Diabetes with Chronic Complications"
"25061","18","Diabetes with Chronic Complications"
"25062","18","Diabetes with Chronic Complications"
"25063","18","Diabetes with Chronic Complications"
"25070","18","Diabetes with Chronic Complications"
"25071","18","Diabetes with Chronic Complications"
"25072","18","Diabetes with Chronic Complications"
"25073","18","Diabetes with Chronic Complications"
"25080","18","Diabetes with Chronic Complications"
"25081","18","Diabetes with Chronic Complications"
"25082","18","Diabetes with Chronic Complications"
"25083","18","Diabetes with Chronic Complications"
"25090","18","Diabetes with Chronic Complications"
"25091","18","Diabetes with Chronic Complications"
"25092","18","Diabetes with Chronic Complications"
"25093","18","Diabetes with Chronic Complications"
"3572","18","Diabetes with Chronic Complications"
"36201","18","Diabetes with Chronic Complications"
"36202","18","Diabetes with Chronic Complications"
"36203","18","Diabetes with Chronic Complications"
"36204","18","Diabetes with Chronic Complications"
"36205","18","Diabetes with Chronic Complications"
"36206","18","Diabetes with Chronic Complications"
"36207","18","Diabetes with Chronic Complications"
"36641","18","Diabetes with Chronic Complications"
"99682","186","Major Organ Transplant or Replacement Status"
"99683","186","Major Organ Transplant or Replacement Status"
"99684","186","Major Organ Transplant or Replacement Status"
"99685","186","Major Organ Transplant or Replacement Status"
"99686","186","Major Organ Transplant or Replacement Status"
"99687","186","Major Organ Transplant or Replacement Status"
"99688","186","Major Organ Transplant or Replacement Status"
"V421","186","Major Organ Transplant or Replacement Status"
"V426","186","Major Organ Transplant or Replacement Status"
"V427","186","Major Organ Transplant or Replacement Status"
"V4281","186","Major Organ Transplant or Replacement Status"
"V4282","186","Major Organ Transplant or Replacement Status"
"V4283","186","Major Organ Transplant or Replacement Status"
"V4284","186","Major Organ Transplant or Replacement Status"
"V4321","186","Major Organ Transplant or Replacement Status"
"V4322","186","Major Organ Transplant or Replacement Status"
"53086","188","Artificial Openings for Feeding or Elimination"
"53087","188","Artificial Openings for Feeding or Elimination"
"53640","188","Artificial Openings for Feeding or Elimination"
"53641","188","Artificial Openings for Feeding or Elimination"
"53642","188","Artificial Openings for Feeding or Elimination"
"53649","188","Artificial Openings for Feeding or Elimination"
"56960","188","Artificial Openings for Feeding or Elimination"
"56961","188","Artificial Openings for Feeding or Elimination"
"56962","188","Artificial Openings for Feeding or Elimination"
"56969","188","Artificial Openings for Feeding or Elimination"
"56971","188","Artificial Openings for Feeding or Elimination"
"56979","188","Artificial Openings for Feeding or Elimination"
"V441","188","Artificial Openings for Feeding or Elimination"
"V442","188","Artificial Openings for Feeding or Elimination"
"V443","188","Artificial Openings for Feeding or Elimination"
"V444","188","Artificial Openings for Feeding or Elimination"
"V4450","188","Artificial Openings for Feeding or Elimination"
"V4451","188","Artificial Openings for Feeding or Elimination"
"V4452","188","Artificial Openings for Feeding or Elimination"
"V4459","188","Artificial Openings for Feeding or Elimination"
"V446","188","Artificial Openings for Feeding or Elimination"
"V448","188","Artificial Openings for Feeding or Elimination"
"V449","188","Artificial Openings for Feeding or Elimination"
"V551","188","Artificial Openings for Feeding or Elimination"
"V552","188","Artificial Openings for Feeding or Elimination"
"V553","188","Artificial Openings for Feeding or Elimination"
"V554","188","Artificial Openings for Feeding or Elimination"
"V555","188","Artificial Openings for Feeding or Elimination"
"V556","188","Artificial Openings for Feeding or Elimination"
"V558","188","Artificial Openings for Feeding or Elimination"
"V559","188","Artificial Openings for Feeding or Elimination"
"3536","189","Amputation Status, Lower Limb/Amputation Complications"
"9059","189","Amputation Status, Lower Limb/Amputation Complications"
"99760","189","Amputation Status, Lower Limb/Amputation Complications"
"99761","189","Amputation Status, Lower Limb/Amputation Complications"
"99762","189","Amputation Status, Lower Limb/Amputation Complications"
"99769","189","Amputation Status, Lower Limb/Amputation Complications"
"V4970","189","Amputation Status, Lower Limb/Amputation Complications"
"V4971","189","Amputation Status, Lower Limb/Amputation Complications"
"V4972","189","Amputation Status, Lower Limb/Amputation Complications"
"V4973","189","Amputation Status, Lower Limb/Amputation Complications"
"V4974","189","Amputation Status, Lower Limb/Amputation Complications"
"V4975","189","Amputation Status, Lower Limb/Amputation Complications"
"V4976","189","Amputation Status, Lower Limb/Amputation Complications"
"V4977","189","Amputation Status, Lower Limb/Amputation Complications"
"V521","189","Amputation Status, Lower Limb/Amputation Complications"
"24900","19","Diabetes without Complication"
"24901","19","Diabetes without Complication"
"25000","19","Diabetes without Complication"
"25001","19","Diabetes without Complication"
"25002","19","Diabetes without Complication"
"25003","19","Diabetes without Complication"
"V5867","19","Diabetes without Complication"
"0031","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0202","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0223","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0362","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0380","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03810","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03811","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03812","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03819","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0382","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0383","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03840","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03841","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03842","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03843","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03844","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"03849","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0388","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0389","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"04082","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"0545","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"77181","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"78552","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"78559","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99590","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99591","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99592","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99593","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99594","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"99802","2","Septicemia, Sepsis, Systemic Inflammatory Response Syndrome/Shock"
"260","21","Protein-Calorie Malnutrition"
"261","21","Protein-Calorie Malnutrition"
"262","21","Protein-Calorie Malnutrition"
"2630","21","Protein-Calorie Malnutrition"
"2631","21","Protein-Calorie Malnutrition"
"2632","21","Protein-Calorie Malnutrition"
"2638","21","Protein-Calorie Malnutrition"
"2639","21","Protein-Calorie Malnutrition"
"7994","21","Protein-Calorie Malnutrition"
"27801","22","Morbid Obesity"
"27803","22","Morbid Obesity"
"V8541","22","Morbid Obesity"
"V8542","22","Morbid Obesity"
"V8543","22","Morbid Obesity"
"V8544","22","Morbid Obesity"
"V8545","22","Morbid Obesity"
"0363","23","Other Significant Endocrine and Metabolic Disorders"
"2510","23","Other Significant Endocrine and Metabolic Disorders"
"25200","23","Other Significant Endocrine and Metabolic Disorders"
"25201","23","Other Significant Endocrine and Metabolic Disorders"
"25202","23","Other Significant Endocrine and Metabolic Disorders"
"25208","23","Other Significant Endocrine and Metabolic Disorders"
"2521","23","Other Significant Endocrine and Metabolic Disorders"
"2528","23","Other Significant Endocrine and Metabolic Disorders"
"2529","23","Other Significant Endocrine and Metabolic Disorders"
"2530","23","Other Significant Endocrine and Metabolic Disorders"
"2531","23","Other Significant Endocrine and Metabolic Disorders"
"2532","23","Other Significant Endocrine and Metabolic Disorders"
"2533","23","Other Significant Endocrine and Metabolic Disorders"
"2534","23","Other Significant Endocrine and Metabolic Disorders"
"2535","23","Other Significant Endocrine and Metabolic Disorders"
"2536","23","Other Significant Endocrine and Metabolic Disorders"
"2537","23","Other Significant Endocrine and Metabolic Disorders"
"2538","23","Other Significant Endocrine and Metabolic Disorders"
"2539","23","Other Significant Endocrine and Metabolic Disorders"
"2540","23","Other Significant Endocrine and Metabolic Disorders"
"2541","23","Other Significant Endocrine and Metabolic Disorders"
"2548","23","Other Significant Endocrine and Metabolic Disorders"
"2549","23","Other Significant Endocrine and Metabolic Disorders"
"2550","23","Other Significant Endocrine and Metabolic Disorders"
"25510","23","Other Significant Endocrine and Metabolic Disorders"
"25511","23","Other Significant Endocrine and Metabolic Disorders"
"25512","23","Other Significant Endocrine and Metabolic Disorders"
"25513","23","Other Significant Endocrine and Metabolic Disorders"
"25514","23","Other Significant Endocrine and Metabolic Disorders"
"2552","23","Other Significant Endocrine and Metabolic Disorders"
"2553","23","Other Significant Endocrine and Metabolic Disorders"
"25541","23","Other Significant Endocrine and Metabolic Disorders"
"25542","23","Other Significant Endocrine and Metabolic Disorders"
"2555","23","Other Significant Endocrine and Metabolic Disorders"
"2556","23","Other Significant Endocrine and Metabolic Disorders"
"2558","23","Other Significant Endocrine and Metabolic Disorders"
"2559","23","Other Significant Endocrine and Metabolic Disorders"
"25801","23","Other Significant Endocrine and Metabolic Disorders"
"25802","23","Other Significant Endocrine and Metabolic Disorders"
"25803","23","Other Significant Endocrine and Metabolic Disorders"
"2581","23","Other Significant Endocrine and Metabolic Disorders"
"2588","23","Other Significant Endocrine and Metabolic Disorders"
"2589","23","Other Significant Endocrine and Metabolic Disorders"
"2700","23","Other Significant Endocrine and Metabolic Disorders"
"2701","23","Other Significant Endocrine and Metabolic Disorders"
"2702","23","Other Significant Endocrine and Metabolic Disorders"
"2703","23","Other Significant Endocrine and Metabolic Disorders"
"2704","23","Other Significant Endocrine and Metabolic Disorders"
"2705","23","Other Significant Endocrine and Metabolic Disorders"
"2706","23","Other Significant Endocrine and Metabolic Disorders"
"2707","23","Other Significant Endocrine and Metabolic Disorders"
"2708","23","Other Significant Endocrine and Metabolic Disorders"
"2709","23","Other Significant Endocrine and Metabolic Disorders"
"2710","23","Other Significant Endocrine and Metabolic Disorders"
"2711","23","Other Significant Endocrine and Metabolic Disorders"
"2714","23","Other Significant Endocrine and Metabolic Disorders"
"2718","23","Other Significant Endocrine and Metabolic Disorders"
"2719","23","Other Significant Endocrine and Metabolic Disorders"
"2727","23","Other Significant Endocrine and Metabolic Disorders"
"2732","23","Other Significant Endocrine and Metabolic Disorders"
"2733","23","Other Significant Endocrine and Metabolic Disorders"
"2734","23","Other Significant Endocrine and Metabolic Disorders"
"27501","23","Other Significant Endocrine and Metabolic Disorders"
"2771","23","Other Significant Endocrine and Metabolic Disorders"
"2772","23","Other Significant Endocrine and Metabolic Disorders"
"27730","23","Other Significant Endocrine and Metabolic Disorders"
"27731","23","Other Significant Endocrine and Metabolic Disorders"
"27739","23","Other Significant Endocrine and Metabolic Disorders"
"2775","23","Other Significant Endocrine and Metabolic Disorders"
"2776","23","Other Significant Endocrine and Metabolic Disorders"
"27781","23","Other Significant Endocrine and Metabolic Disorders"
"27782","23","Other Significant Endocrine and Metabolic Disorders"
"27783","23","Other Significant Endocrine and Metabolic Disorders"
"27784","23","Other Significant Endocrine and Metabolic Disorders"
"27785","23","Other Significant Endocrine and Metabolic Disorders"
"27786","23","Other Significant Endocrine and Metabolic Disorders"
"27787","23","Other Significant Endocrine and Metabolic Disorders"
"27789","23","Other Significant Endocrine and Metabolic Disorders"
"5881","23","Other Significant Endocrine and Metabolic Disorders"
"58881","23","Other Significant Endocrine and Metabolic Disorders"
"4560","27","End-Stage Liver Disease"
"4561","27","End-Stage Liver Disease"
"45620","27","End-Stage Liver Disease"
"45621","27","End-Stage Liver Disease"
"5722","27","End-Stage Liver Disease"
"5723","27","End-Stage Liver Disease"
"5724","27","End-Stage Liver Disease"
"5728","27","End-Stage Liver Disease"
"5735","27","End-Stage Liver Disease"
"5712","28","Cirrhosis of Liver"
"5713","28","Cirrhosis of Liver"
"5715","28","Cirrhosis of Liver"
"5716","28","Cirrhosis of Liver"
"07022","29","Chronic Hepatitis"
"07023","29","Chronic Hepatitis"
"07032","29","Chronic Hepatitis"
"07033","29","Chronic Hepatitis"
"07044","29","Chronic Hepatitis"
"07054","29","Chronic Hepatitis"
"57140","29","Chronic Hepatitis"
"57141","29","Chronic Hepatitis"
"57142","29","Chronic Hepatitis"
"57149","29","Chronic Hepatitis"
"03283","33","Intestinal Obstruction/Perforation"
"09886","33","Intestinal Obstruction/Perforation"
"53110","33","Intestinal Obstruction/Perforation"
"53111","33","Intestinal Obstruction/Perforation"
"53120","33","Intestinal Obstruction/Perforation"
"53121","33","Intestinal Obstruction/Perforation"
"53150","33","Intestinal Obstruction/Perforation"
"53151","33","Intestinal Obstruction/Perforation"
"53160","33","Intestinal Obstruction/Perforation"
"53161","33","Intestinal Obstruction/Perforation"
"53210","33","Intestinal Obstruction/Perforation"
"53211","33","Intestinal Obstruction/Perforation"
"53220","33","Intestinal Obstruction/Perforation"
"53221","33","Intestinal Obstruction/Perforation"
"53250","33","Intestinal Obstruction/Perforation"
"53251","33","Intestinal Obstruction/Perforation"
"53260","33","Intestinal Obstruction/Perforation"
"53261","33","Intestinal Obstruction/Perforation"
"53310","33","Intestinal Obstruction/Perforation"
"53311","33","Intestinal Obstruction/Perforation"
"53320","33","Intestinal Obstruction/Perforation"
"53321","33","Intestinal Obstruction/Perforation"
"53350","33","Intestinal Obstruction/Perforation"
"53351","33","Intestinal Obstruction/Perforation"
"53360","33","Intestinal Obstruction/Perforation"
"53361","33","Intestinal Obstruction/Perforation"
"53410","33","Intestinal Obstruction/Perforation"
"53411","33","Intestinal Obstruction/Perforation"
"53420","33","Intestinal Obstruction/Perforation"
"53421","33","Intestinal Obstruction/Perforation"
"53450","33","Intestinal Obstruction/Perforation"
"53451","33","Intestinal Obstruction/Perforation"
"53460","33","Intestinal Obstruction/Perforation"
"53461","33","Intestinal Obstruction/Perforation"
"5600","33","Intestinal Obstruction/Perforation"
"5601","33","Intestinal Obstruction/Perforation"
"5602","33","Intestinal Obstruction/Perforation"
"56030","33","Intestinal Obstruction/Perforation"
"56031","33","Intestinal Obstruction/Perforation"
